"","artist_name","avg_duration"
"84","Reinhard Mey",434.781585
"85","Hot Chip",358.0403625
"86","Kelpe",171.02322
"87","Klubbdriver",374.90893
"88","Col. Bruce Hampton and the Late Bronze Age",265.56036
"89","Kultur Shock",240.90077
"90","Ampop",262.97424
"91","The Sleepy Jackson",157.491793333333
"92","Patti LaBelle",238.10567
"93","Jeremy Camp",216.81587
"94","Lord Kitchener",175.3073
"95","Cesaria Evora",284.83873
"96","Eddie Izzard",56.084445
"97","Meshuggah",478.217994
"98","Adorned Brood",433.057505
"99","Archers Of Loaf",215.6338325
"100","Who Made Who",281.20771
"101","Jackson And His Computer Band",330.553015
"102","Pussycat",257.69751
"103","Michael Martin Murphey",208.74404
"104","The Mount Fuji Doomjazz Corporation",318.85016
"105","Aphrodite's Child",247.692605
"106","The Blue Aeroplanes",300.890975
"107","The Supremes / Four Tops",194.211246666667
"108","tobyMac",263.757913333333
"109","Dog Eat Dog",202.50077
"110","Emerson_ Lake & Palmer",868.335876666667
"111","Paul Baloche",240.56118
"112","Scarlet's Remains",200.48934
"113","Boy Eats Drum Machine",246.59546
"114","Cat Stevens",194.333153333333
"115","The Emotions",231.3922
"116","Necessary Response",281.3122
"117","Nathan Abshire",169.42975
"118","Lali Puna",271.20281
"119","Scott Joplin",201.87383
"120","Limahl",234.37016
"121","Blind Lemon Jefferson",177.93914
"122","Johnny Gill",253.70077
"123","Jan A.P. Kaczmarek / Nick Ingman",91.34975
"124","RAUNCHY",353.767166666667
"125","Floyd Tillman",163.57832
"126","Athlete",285.456963333333
"127","William Elliott Whitmore",218.51383
"128","Christopher Franke",188.9954625
"129","Wheat",325.22404
"130","Uriah Heep",292.86703
"131","Boyracer",76.133425
"132","Erin McKeown",124.65587
"133","Strangeways",279.901585
"134","The Tear Garden",355.116826666667
"135","Nasty Savage",223.90812
"136","The Jai-Alai Savant",156.1073
"137","Pegz",201.37751
"138","Live",224.595138
"139","Fever Ray",276.71465
"140","Tara MacLean",230.94812
"141","David Arkenstone",245.48526
"142","Peter Manjarrés & Franco Argüelles",280.89424
"143","G. Love",224.15628
"144","BT",327.505396666667
"145","Josh Groban",316.725533333333
"146","Stroke 9",267.68499
"147","Kay D. Smith",348.26404
"148","The Verve Pipe",138.17424
"149","Styrofoam",440.16281
"150","Thee More Shallows",203.72853
"151","Callisto",316.36853
"152","Saturday's Heroes",316.3424
"153","Uli Jon Roth",669.02159
"154","S.U.P",242.137233333333
"155","Gang Gang Dance",118.09914
"156","Cyan Velvet Project",294.39955
"157","Morbid Angel",188.3228125
"158","The Supernaturals",176.770155
"159","Nucleus Roots",243.12118
"160","I Am Robot and Proud",282.135055
"161","Fantan Mojah",206.07955
"162","Bottom Of The Hudson",270.41914
"163","INXS",214.33424
"164","Day For Night",244.08771
"165","Dash Rip Rock",251.81995
"166","The Jancee Pornick Casino",187.32363
"167","Dianogah",183.35302
"168","White Denim",196.153015
"169","National Health",8.25424
"170","Bronski Beat",426.56608
"171","Galore",120.60689
"172","Liam Lynch",155.55873
"173","Loner",227.29098
"174","Ceca - Svetlana Raznatovic",253.04771
"175","The Presidents of the United States of America",168.844608
"176","Joey Beltram",211.722
"177","Six Finger Satellite",116.153015
"178","1200 Micrograms",328.05397
"179","Lost Dogs",232.724445
"180","Wild Nothing",240.53506
"181","Gérard Manset",315.68934
"182","Mercedes Sosa",147.46077
"183","Sonny Rollins",403.730703333333
"184","Chingo Bling w/ Mistah F.A.B. And Fabo of D4L",247.17016
"185","Swans",222.9024
"186","Sommerset",233.482
"187","Engelbert Humperdinck",198.26893
"188","Audio Adrenaline",195.23873
"189","Wet Wet Wet",242.8599525
"190","Keren Ann",256.39138
"191","Metal Church",297.16853
"192","Mark Ronson featuring Amy Winehouse",216.18893
"193","Alicia Keys",204.7538325
"194","Papas Da Língua",241.07057
"195","Maroon 5",244.84526
"196","Robyn Hitchcock and The Egyptians",200.64608
"197","Nero's Day At Disneyland",76.85179
"198","Eric Benét",275.46077
"199","The Seeds",330.56608
"200","The Monkees",107.179955
"201","Regenerator",347.37587
"202","Kissy Sell Out",241.03138
"203","Ann Peebles",171.62404
"204","The Idle Race",172.059413333333
"205","Beat Assailant",249.62567
"206","Chris Isaak",198.721723333333
"207","Team SR",490.73587
"208","Elia Cmiral",123.25832
"209","Jens Lekman",209.8673
"210","Grand Ulena",646.922
"211","Plants and Animals",247.30077
"212","The Backyardigans",100.63628
"213","The Honey Cone",214.07302
"214","Red Foley",170.566075
"215","Jason Aldean",239.90812
"216","Be Bop Deluxe",316.89098
"217","Racey",219.34975
"218","Echo & The Bunnymen",247.19628
"219","Lara Fabian",211.9571
"220","Julian Fane",226.14159
"221","Hole",258.951385
"222","Psykick Lyrikah",193.64526
"223","Peter Schilling",203.78077
"224","Askil Holm",275.19955
"225","Bruce Springsteen",245.4330175
"226","The Ghouls",157.49179
"227","Standstill",209.997915
"228","Infected Mushroom featuring Jonathan Davis",399.333425
"229","The Derek Trucks Band",166.47791
"230","Freibeuter AG",169.87383
"231","Chicken Shack",183.914645
"232","Seventh Key",283.245265
"233","Duncan Dhu",211.90485
"234","Voices of Theory_ Voices of Theory",242.52036
"235","Mock & Toof",258.40281
"236","Oystein Sevag",222.27546
"237","Ninety Pound Wuss",137.97832
"238","Naughty By Nature",463.93424
"239","Codes In The Clouds",600.24118
"240","The Delfonics",232.0322
"241","Lupen Crook",207.77751
"242","Howard Hewett",270.54975
"243","Light This City",217.024855
"244","And Also the Trees",331.20608
"245","Manual",303.22893
"246","Mystery Jets",243.486895
"247","Spiderbait",142.88934
"248","Duesenjaeger",71.00036
"249","Sunstorm",274.02404
"250","Mercyful Fate",303.69914
"251","Mos Def",293.655055
"252","Elliott Sharp`s Terraplane",345.10322
"253","Aaron Neville",148.153015
"254","Diana Dors",150.69995
"255","Nando Lauria",292.46649
"256","Dorsey Burnette",153.83465
"257","Brian Bromberg",269.72254
"258","Christopher O'Riley",348.31628
"259","Yonderboi",278.43873
"260","Primal Scream",322.89914
"261","Kassav'",252.49914
"262","Tierney Sutton",266.762
"263","The Dramatics",285.217505
"264","Zomby",145.057505
"265","Julie London",153.8346475
"266","At The Drive-In",288.05179
"267","Razors Edge",96.13016
"268","Nick Drake",288.86159
"269","Eastern Lane",233.79546
"270","Millie Jackson",251.0537
"271","Status Quo",281.58213
"272","Earl Klugh",244.84526
"273","Judee Sill",106.1873
"274","Jo Jo Gunne",224.874645
"275","Grass Widow",176.79628
"276","Django Reinhardt",185.05098
"277","Tino Casal",230.935055
"278","The Matches",220.890976666667
"279","Maxime Le Forestier",210.833835
"280","Chris Smither",262.66077
"281","Jack Kerouac Featuring Al Cohn & Zoot Sims",136.07138
"282","Jerry Butler",160.13016
"283","Tye Tribbett & G.A.",360.6722
"284","Maps",222.77179
"285","Ramblin' Jack Elliott",209.76281
"286","Keith Sweat",274.3440375
"287","TIMO TOLKKI",286.87628
"288","Luar Na Lubre",334.249345
"289","Amp Fiddler & Bugz In The Attic",409.18159
"290","Dead Kennedys",133.524445
"291","Longpigs",243.21696
"292","Jeff Golub",238.706485
"293","Nicolai Dunger",197.32853
"294","Kings of Tomorrow",403.04281
"295","Jantje Smit",222.706485
"296","Roy Orbison",160.715302
"297","Lady Bug Transistor",231.34866
"298","Ten Years After",70.84363
"299","Main Concept",188.73424
"300","The Meters",180.688524
"301","Pigeon John",205.42649
"302","Oliver Kalkofe",485.56363
"303","Jessie Lee Miller",182.64771
"304","Tracy Gang Pussy",220.40771
"305","Edgar Winter",180.75383
"306","Dan Hicks & His Hot Licks",176.77016
"307","Gatto Ciliegia Contro Il Grande Freddo",99.408525
"308","Triumvirat",361.49506
"309","Tim Rayborn",329.33832
"310","Xploding Plastix",300.2771
"311","Electric Light Orchestra",252.028935
"312","Cyrus Chestnut",384.49587
"313","Baaba Maal",334.406075
"314","Organic Grooves",332.32934
"315","Bob Wills",170.68363
"316","hey Negrita",166.13832
"317","God Is My Co-Pilot",215.44009
"318","Cypress Hill",240.32608
"319","The Maytals",154.757643333333
"320","Kidz Bop Kids",211.115954
"321","Rammstein",286.14485
"322","Ferris",179.9571
"323","Bon Jovi",261.756932
"324","Stevie Nicks",300.56444
"325","Squad Five-0",283.21914
"326","Bumblefoot",83.9571
"327","Fabienne Delsol",151.026485
"328","Bonde Do Rolé",138.63138
"329","Pencey Prep",235.57179
"330","Stoa",198.79138
"331","GNR",239.52499
"332","Teenage Fanclub",268.60363
"333","Steve Bug",165.09342
"334","Wesley Willis",151.50975
"335","Thin Lizzy",323.65669
"336","Software",676.91057
"337","Ron Basejam",330.866485
"338","Lords Of The Underground",218.72281
"339","The String Cheese Incident",211.28662
"340","My Life With The Thrill Kill Kult",232.59383
"341","Painkiller",448.9922
"342","Puff Daddy & The Family",274.23302
"343","Superchumbo",515.56526
"344","Alan Replica",225.54077
"345","Bigbang",245.2371
"346","The Adverts",155.179955
"347","Oh No Ono",220.44689
"348","The Varukers",94.32771
"349","Continental Drifters",265.53424
"350","Cab Calloway And His Orchestra",178.05016
"351","Soulsearcher",488.14975
"352","Andreas Johnson",210.944855
"353","Ned's Atomic Dustbin",153.83465
"354","Dramarama",190.50186
"355","Oblivians",219.37587
"356","Built To Spill",351.65995
"357","Supersuckers",215.222403333333
"358","High Contrast",408.0322
"359","John Barry",130.71628
"360","Patti Smith",271.6730175
"361","Rotersand",330.00444
"362","Neil Diamond",253.512692
"363","Francis Dunnery",263.183223333333
"364","Bruford",330.1873
"365","Fatboy Slim",425.01179
"366","Acumen Nation",240.587305
"367","Kansas",216.97261
"368","Robert Forster",177.536413333333
"369","The Everly Brothers",150.116556666667
"370","Jeff Scott Soto",203.88526
"371","Max Melvin",342.15138
"372","The Aqua Velvets",246.830565
"373","Marc Lavoine",234.9709775
"374","Los Compadres",182.17751
"375","ElectroVamp",433.94567
"376","DJ Wally",301.47873
"377","Madrugada",417.8542425
"378","Hamster Theatre",263.75791
"379","Sinéad O'Connor",211.722
"380","Bob Marley",156.368525
"381","Martha Reeves",183.01342
"382","Giant Drag",228.270565
"383","Schneider Tm",136.659135
"384","Lindsey Buckingham",287.4052625
"385","Flaminio Maphia",250.05669
"386","Epic Hero",273.94567
"387","Sick Puppies",187.819955
"388","Beat Hackers",445.76608
"389","Thierry Hazard",229.69424
"390","Sporto Kantès",222.40608
"391","Otis Spann",206.68036
"392","Marcel Kanche",209.34485
"393","Giovanni Allevi",241.09669
"394","Klaus Badelt",127.694786666667
"395","Supertramp",516.113835
"396","Jennifer Warnes",193.00526
"397","Johnny Winter",206.088253333333
"398","Masta Ace Incorporated",244.06159
"399","Sponge",239.80363
"400","They Live By Night",187.81995
"401","Clã",204.316285
"402","Grand Funk Railroad",298.3113825
"403","Cannonball Adderley",284.3424
"404","Mariano Yanani",177.057505
"405","Skillet",205.67465
"406","Kiko Veneno",252.78649
"407","Love Battery",239.62948
"408","Roger Whittaker",181.585396666667
"409","Vincent De Moor",325.446075
"410","Tommy James And The Shondells",131.52608
"411","Jimmy McCracklin",157.413425
"412","Magna Cum Laude",238.47138
"413","Gary Hobbs",206.23628
"414","The Jim Yoshii Pile-up",275.51302
"415","The O'Jays",186.09587
"416","Kate Bush",223.20281
"417","Craig's Brother",203.65016
"418","Diana Krall",291.693258
"419","Jacek Sienkiewicz",381.46567
"420","Terri Walker",312.084443333333
"421","Bersuit Vergarabat",239.542403333333
"422","Tree63",196.153015
"423","Flunk",204.45995
"424","Seefeel",368.87465
"425","Capone-N-Noreaga",228.362
"426","Grand Analog",276.84526
"427","David Darling",239.176686666667
"428","Angelique Kidjo",533.41995
"429","On Broken Wings",172.446895
"430","Mike Oldfield",375.09179
"431","Jeff Buckley",417.344855
"432","Dogs Of Peace",302.54975
"433","My Dying Bride",444.21179
"434","Soundgarden",265.96526
"435","Jan Leyers",288.587305
"436","Ronee Blakley",199.26159
"437","Solveig Slettahjell",301.90975
"438","Ray Lynch",425.351385
"439","Butt Trumpet",141.504853333333
"440","Hannes Wader",485.19791
"441","Morgan Page",244.035465
"442","Zachary Richard",259.89179
"443","Hello Saferide",159.89506
"444","In Strict Confidence",280.00608
"445","Shaggy (feat. Akon)",187.11465
"446","SNAP!",272.221585
"447","Absurd Minds",281.73016
"448","Tunnel Rats",83.93098
"449","Arsis",243.12118
"450","Mahavishnu Orchestra",224.23465
"451","Dangerous Toys",236.09424
"452","Broadway Calls",228.28363
"453","Bola",343.7971
"454","The Ataris",184.24118
"455","Pride Of Lions",345.0771
"456","Electronic",323.68281
"457","Funker Vogt",292.53179
"458","Tone Damli Aaberge",216.78975
"459","Attrition",176.1171
"460","Bride",37.79873
"461","The Pink Fairies",194.89914
"462","Oliver Huntemann",358.16444
"463","Proyecto Uno",351.03302
"464","Domased",149.28934
"465","Joan Osborne",240.40444
"466","Shaun Escoffery",305.03138
"467","The Northern Pikes",264.76363
"468","Shriekback",234.68363
"469","Pocket Full Of Rocks",275.74812
"470","All Saints",243.817776666667
"471","Joe Satriani",364.188282
"472","Bracket",147.19955
"473","Jimmie Lunceford",184.92036
"474","Seguridad Social",393.682266666667
"475","Medeski_ Martin & Wood",245.459135
"476","Link 80",141.34812
"477","Dick Dale",232.75057
"478","Emil Bulls",264.724445
"479","Dawn of Relic",404.40118
"480","W.A.S.P",260.75383
"481","Liquido",266.1873
"482","Broken Hope",205.54839
"483","McCoy Tyner",474.191653333333
"484","Ladyfuzz",181.83791
"485","Mice Parade",414.32771
"486","Jeff Dunham ft. Sweet Daddy D",182.64771
"487","The Young Knives",226.19383
"488","Echobelly",268.17261
"489","The Miracles",172.81261
"490","Linda Ronstadt",213.10649
"491","Brent Bourgeois",296.17587
"492","Thyrfing",285.51791
"493","Telepathe",273.57995
"494","Nils Petter Molvaer",323.83955
"495","Andrew Vasquez",310.96118
"496","John Forté",264.99873
"497","1200 Mics",483.39546
"498","Graham Coxon",303.873286666667
"499","Stew",262.922
"500","Helge Schneider",198.32118
"501","Municipal Waste",99.87873
"502","The Communards",285.98812
"503","Groundation",341.75955
"504","Tanya Tucker",179.408525
"505","Solar Fields",514.6771
"506","Bell Orchestre",306.52036
"507","Muff Potter",241.24036
"508","Alex North_ Jerry Goldsmith_ The National Philharmonic Orchestra",229.35465
"509","Rob Swift",123.21914
"510","Ed Harcourt",270.44526
"511","E-Rotic",240.19546
"512","Asobi Seksu",203.46077
"513","HELLYEAH",234.1873
"514","WERNER REDLICH",174.88934
"515","Sonicflood",229.3024
"516","Brian Tyler",119.26594
"517","Jimmy Edgar",207.15057
"518","Mojo Nixon & The Toad Liquors",209.57995
"519","Bachman-Turner Overdrive",370.07628
"520","The Ruby Suns",252.57751
"521","Margo Guryan",144.90077
"522","David Devant and His Spirit Wife",254.824035
"523","AZ",92.05506
"524","And So I Watch You from Afar",327.99302
"525","Nightmares On Wax",298.004443333333
"526","Darkseed",267.31057
"527","Swing Out Sister",280.2673
"528","Peter Kater",296.515465
"529","De La Soul / Yummy",245.4722
"530","Hayes Carll",261.43302
"531","Lisa Germano",224.339136666667
"532","Pine Leaf Boys",228.244445
"533","Béla Fleck and the Flecktones",287.86893
"534","Lucky Soul",337.65832
"535","Soulive",327.36608
"536","Darius Rucker",236.45995
"537","The Vandals",165.302405
"538","Kingsbury Manx",174.39302
"539","Margaret Whiting",164.44036
"540","Lloyd Cole",505.25995
"541","Wakefield",189.68771
"542","Bikini Kill",216.86812
"543","Latte E Miele",73.92608
"544","Lens",442.85342
"545","Massiv in Mensch",279.013425
"546","A Balladeer",160.46975
"547","Asleep At The Wheel",285.530975
"548","Savatage",307.33016
"549","Eminem",248.5024
"550","Far-Less",249.23383
"551","Pavement",169.11628
"552","DON JOHNSON BIG BAND",243.04281
"553","The Andrews Sisters",160.513286666667
"554","bathory",131.76118
"555","Rick Astley",276.231385
"556","Jimi Hendrix",338.307028333333
"557","Fine Young Cannibals",215.74485
"558","Cocoa Tea",256.26077
"559","The Who",187.24526
"560","The Pointer Sisters",315.91138
"561","The Black Sorrows",229.0673
"562","Sufjan Stevens",497.74975
"563","Charlie Hunter",339.80036
"564","Valencia",235.02322
"565","Lo-Fi-Fnk",222.35383
"566","Lola Beltrán",180.27057
"567","Mark Eitzel",270.615055
"568","By The Tree",180.1922
"569","ALL:MY:FAULTS",316.21179
"570","Fugu",185.99138
"571","Tim Buckley",332.381585
"572","Garden Variety",235.38893
"573","Drop The Lime",308.71465
"574","Edward Sharpe & The Magnetic Zeros",250.27873
"575","Third Day",249.73016
"576","Two Cow Garage",206.44526
"577","Camila",208.064855
"578","Blonde Redhead",225.586485
"579","LL Cool J",236.3097525
"580","Ivan Ferreiro",206.68907
"581","Tinariwen",248.933425
"582","Los Amantes De Lola",205.53098
"583","Céline Dion",214.073015
"584","Hugues Aufray",145.65832
"585","Wang Chung",248.24118
"586","Deep Dish",301.34812
"587","Jamie T",198.268935
"588","Junior Reid",202.31791
"589","Bob James And Earl Klugh",319.98213
"590","The 69 Eyes",188.44689
"591","Wallis Bird",281.80853
"592","Astrud Gilberto",244.897506666667
"593","Vanessa Da Mata",236.82567
"594","Anti-Nowhere League",199.235465
"595","I'm From Barcelona",138.05669
"596","The Soundtrack of Our Lives",178.298325
"597","Os Mutantes",191.97342
"598","The Fairfield Four",285.46567
"599","Rachel Sweet",127.76444
"600","Zen Café",189.80526
"601","Tout Simplement Noir",189.02159
"602","Bill Laswell",1476.88444
"603","Stephen Dale Petit",274.55955
"604","2raumwohnung",300.264035
"605","Los Suaves",213.08036
"606","David Jalbert",219.45424
"607","Mick Est Tout Seul",216.65914
"608","Kino Oko",402.59873
"609","Blind Willie McTell_ Ruth Willis",191.55546
"610","Pink Turns Blue",244.51873
"611","Baba Zula",101.72036
"612","The Waybacks",297.97832
"613","Jason Mraz",272.7005
"614","Tiktak",265.61261
"615","Patty Griffin",256.613425
"616","DoomSword",455.3922
"617","Sunday Munich",216.92036
"618","Caribou (formerly Dan Snaith's Manitoba)",335.56853
"619","JVOX",292.348935
"620","Diefenbach",253.67465
"621","Future Of The Left",126.1971
"622","Idiot Pilot",260.910565
"623","Minipop",222.17098
"624","Bread",224.31302
"625","Machinemade God",215.97995
"626","Sonia Dersion",273.94567
"627","Future Prophecies",349.739955
"628","Procol Harum",296.2673
"629","Indo Aminata",305.24036
"630","Mitsoura",335.72526
"631","Marc Antoine",318.4322
"632","Sarandon",123.76771
"633","Jason Forrest",214.88281
"634","McFly",222.98077
"635","Pereza",179.99628
"636","love like blood",251.624035
"637","Look Mexico",278.133966666667
"638","Honeybrowne",251.715465
"639","Port O'Brien",221.36118
"640","Tracy Lawrence",226.06322
"641","Dave Grusin",313.44281
"642","Chad & Jeremy",126.53669
"643","Eddie Palmieri",554.14812
"644","Nightfall",249.20771
"645","Lard",1915.79383
"646","Cooler Kids",281.3122
"647","Brendan Benson",220.355465
"648","Magna Carta",207.3073
"649","T-Model Ford",275.35628
"650","Rauli Badding Somerjoki",197.72036
"651","Vuokko Hovatta",171.428115
"652","ATB",335.028663333333
"653","Neva Dinova",272.79628
"654","Los Straitjackets",134.016416666667
"655","Horace Andy",225.69751
"656","Polmo Polpo",419.94404
"657","Ferry Corsten",468.06159
"658","Robert Miles",267.944035
"659","K.I.Z.",186.05669
"660","Thousand Foot Krutch",218.840365
"661","The Hot Toddies",196.62322
"662","The Devin Townsend Band",303.011246666667
"663","Paolo Nutini",261.4722
"664","Tanya Donelly",256.54812
"665","Boney M.",198.68689
"666","Hundred Reasons",208.892063333333
"667","Sugar Minott",320.37832
"668","Morcheeba",326.81751
"669","Hothouse Flowers",227.76118
"670","The Aquabats",185.84771
"671","Samuele Bersani",222.06649
"672","Storyhill",207.59465
"673","Beastie Boys",131.89179
"674","Placebo",217.738863333333
"675","Kris Kross",40.9073
"676","Sean Paul",205.26975
"677","Mr Gelatine",59.84608
"678","Children Of Bodom",240.38703
"679","So Many Dynamos",135.41832
"680","José Alfredo Jimenez",134.00771
"681","Tim Fischer",148.71465
"682","Diamanda Galas",73.19465
"683","Happy Mondays",282.940496666667
"684","Seven Day Jesus",173.16526
"685","Stan Freberg",176.56118
"686","B12",323.1473
"687","Stars Like Fleas",86.07302
"688","Tori Amos",341.73865
"689","Luther Vandross",297.32526
"690","Jupiter Sunrise",242.65098
"691","Willie Nelson",200.508935
"692","Doug Stone",205.25669
"693","Esbjörn Svensson Trio",331.96363
"694","Causey Way",126.4322
"695","Grammatrain",341.81179
"696","Minotaur Shock",168.86812
"697","Andraé Crouch & Solid Gospel",302.41914
"698","Nerf Herder",184.502405
"699","The Gasman",274.36363
"700","Four Bitchin' Babes",16.09098
"701","Tomcraft",238.94159
"702","Javier Solis",196.23138
"703","Keith Martin",278.36036
"704","Darryl Worley",222.699955
"705","Hans Zimmer",187.75465
"706","Karnivool",266.81424
"707","Whitey Shafer",201.66485
"708","Milk Inc.",284.95628
"709","Dungen",284.60363
"710","Biquini Cavadão",248.711385
"711","Diamond Head",243.661043333333
"712","Lustral",512.208525
"713","Teitur",212.044173333333
"714","THE TOM ROBINSON BAND",208.61342
"715","Pan-Pot",404.34893
"716","Rhonda Vincent",148.348935
"717","Moto Boy",249.20771
"718","As We Fight",197.92934
"719","Count Basie",148.897505
"720","Kurtis Blow",331.44118
"721","Matt Mays",312.12363
"722","Embargo",421.981585
"723","Film School",251.14077
"724","Simon Webbe",200.698325
"725","The Hollies",199.483625
"726","Mike Marshall & Chris Thile",336.32608
"727","Commodores",324.218325
"728","Ex-Girl",39.00036
"729","Taj Mahal",175.28118
"730","Fotomaker",216.18893
"731","Cali Agents",161.475465
"732","Autistici",232.72444
"733","Preservation Hall Jazz Band",332.264035
"734","Big Joe Turner",202.936146666667
"735","Small Arms Dealer",181.34159
"736","Carpathian Forest",201.468935
"737","Razorlight",205.13914
"738","Après La Classe",221.64853
"739","Hugh Cornwell",341.05424
"740","Pearl Jam",249.78676
"741","Dean Martin",131.299683333333
"742","Terry Lee Brown Junior",388.28363
"743","Pedro Infante",143.09832
"744","Saxon",288.182405
"745","Modern Talking",231.65342
"746","Jorgen Ingmann",189.43955
"747","Kirk Fletcher",204.5122
"748","Yesterday's New Quintet",194.546485
"749","The Counts",211.12118
"750","Apache Indian",249.02485
"751","Nancy Kerr & James Fagan",246.922
"752","Florent Pagny / Carlos Gardel",286.98077
"753","Newworldaquarium",654.65424
"754","Larry Coryell",361.40363
"755","Black Uhuru",325.877095
"756","Kevin Kern",343.45751
"757","Supreme Majesty",262.73914
"758","Alexandra Burke",217.36444
"759","Brand New Heavies_ The",239.33342
"760","Ayo",241.188116666667
"761","Kelly Willis",149.57669
"762","Emalkay",404.06159
"763","The Supermen Lovers",632.78975
"764","The Dixie Cups",148.766895
"765","Le Orme",154.783763333333
"766","TOMMI LÄNTINEN",286.440906666667
"767","The Dave Brubeck Quartet",255.99955
"768","Cloud Cult",190.628115
"769","Ralph Towner",129.72363
"770","Benjamin Bates",392.75057
"771","Lucybell",268.05506
"772","Alex Gopher",202.94485
"773","Jeffrey & Jack Lewis",172.85179
"774","A Life Once Lost",245.79873
"775","Collective Soul",214.073015
"776","Voo Voo",231.10485
"777","Scorpions",330.06975
"778","Number One Cup",262.76526
"779","The Wake",200.10621
"780","Dustin O'Halloran",134.451795
"781","DJ Cheb I Sabbah",301.68771
"782","Nakatomi",241.57995
"783","Articles Of Faith",167.20934
"784","The Green Pajamas",272.09098
"785","Blink-182",154.683625
"786","Jan Eggum",204.52091
"787","Jeff Beck",293.276285
"788","Resistance 77",182.36036
"789","Sole",144.1171
"790","Deathstars",247.53587
"791","Tarrus Riley",294.517095
"792","Prince",128.521995
"793","Ligabue",282.67057
"794","Alexandre Desplat & Aaron Zigman",131.904855
"795","Cows",283.01016
"796","Thomas Dolby",209.94567
"797","La Phaze",173.670293333333
"798","Midnight Juggernauts",375.7971
"799","MNEMIC",325.032473333333
"800","Twilightning",271.346485
"801","Article One",288.07791
"802","Piebald",284.06812
"803","Bicycle Thief",273.13587
"804","Loko",288.60036
"805","2 Brothers On The 4th Floor",275.34322
"806","Jackson 5",185.782402
"807","Atlantic Starr",239.89941
"808","The Headhunters",323.91791
"809","16 Horsepower",251.45424
"810","Sarah Blasko",195.94404
"811","Bjørn Svin",292.5971
"812","Raymond Scott",34.01098
"813","Tim Hardin",171.15383
"814","Controlled Fusion",496.57424
"815","Subway To Sally",256.67873
"816","Marduk",231.00036
"817","Angels and Airwaves",167.61424
"818","Marc Broussard",212.32281
"819","Gregory Isaacs & Dennis Brown",389.19791
"820","Palm Skin Productions",175.59465
"821","People Under The Stairs",320.65261
"822","Marc Miroir",388.51873
"823","Chris Caffery",206.575875
"824","Not Breathing",939.88526
"825","Jackie Mittoo",235.10159
"826","'Til Tuesday",216.05832
"827","Billie Jo Spears",153.01179
"828","Ruben Blades",300.73424
"829","Liliana Herrero",221.661585
"830","Coldworker",165.78567
"831","Ratatat",294.63465
"832","Vanilla Ice",231.02649
"833","True West",364.19873
"834","Desaster",242.12853
"835","Ponto De Equilíbrio",313.49506
"836","Cast",383.03302
