artist_name,avg_duration
Stars Like Fleas,86.07302
Gillian Hills,86.09914
Krzysztof Komeda,86.09914
Dr. Dre,86.85669
Nuyorican Soul,87.45751
Pink Cream 69,87.58812
J.B.O.,87.58812
Nasum,87.6273025
Would Be Goods,88.63302
Rachel Portman,88.92036
Onra,89.0771
Heaven Shall Burn,89.12934
Pixies,89.36444
Rapider Than Horsepower,89.46893
Most Precious Blood,89.76934
Loikaemie,89.91302
Digital Underground,89.93914
Anne Dudley,89.93914
Toru Takemitsu,90.27873
Ezra Furman And The Harpoons,90.46159
The Oppressed,90.69669
Neon Hunk,90.69669
Pyranja,91.01016
Jan A.P. Kaczmarek / Nick Ingman,91.34975
Jeromes Dream,91.402
Webb Pierce,91.45424
Aquasky,91.6371
Thin White Rope,91.74159
Body Count,91.950565
AZ,92.05506
Grave Digger,92.39465
R. Kelly featuring Suzanne LeMignot,93.02159
Adam Green,93.07383
Andrew W.K.,93.20444
Geggy Tah,93.23057
Eddie Vedder,94.04036
Queen,94.10566499999999
Gaunt,94.24934
The Varukers,94.32771
Heavy Heavy Low Low,94.49750499999999
Left Alone,94.51057
Modern Life Is War,94.64118
Hellbastard,94.87628
Payola,95.11138
Lord Jamar,95.18975
Soprano,95.34649
DJ Krush,95.76444
Belgian Asociality,95.84281
Union 13,95.89506
Razors Edge,96.13016
Skallander,96.13016
Bloody Sunday,96.13016
Sloppy Seconds,96.15628
Transcending Bizarre?,96.44363
Robert Pollard,96.54812
Bullets To Broadway,96.92689
Albert Ammons,97.148929999999993
Zeke,97.27955
Moby,97.43628
New Mexican Disaster Squad,97.4624
Die' Hunns,97.61914
Bobby Birdman,97.802
These New Puritans,98.42893
My Darling YOU!,98.42893
Brand Nubian,98.729345
Stephen Warbeck,98.82077
Gatto Ciliegia Contro Il Grande Freddo,99.408525
Municipal Waste,99.87872999999999
Assassin,99.89179
The Mae Shi,99.94404
Frantic Flintstones,99.97016
David Banner,100.335875
Gym Class Heroes,100.362
Duane Eddy,100.41424
Meitz,100.46649
Slayer,100.49261
Gartnerlosjen,100.49261
The Backyardigans,100.63628
Cro-Mags,100.70159
Pink Razors,100.80608
2 Minutos,101.01506
Baba Zula,101.72036
Hallows Eve,101.72036
Big Boss Man,101.77261
Dolly Parton & Lynn Anderson,101.92934
Tod Dockstader,101.92934
Johnny Hickman,102.5824
Yummy Bingham / Busta Rhymes,102.63465
Gus Viseur,103.05261
Guerilla Black featuring Alex Thomas,103.23546
Martin O'Donnell And Michael Salvatori,103.48363
Burning Sky,103.49669
Teen Idols,103.54893
Usurp Synapse,103.70566500000001
The Roches,103.81016
Skids,103.94077
Duran Duran Duran,104.25424
Chimaira,104.48934
Screeching Weasel,104.61995
Lisa Nilsson,104.6722
Shel Silverstein,104.76362999999999
Poison Idea,104.88117666666666
Last Exit,104.98567
PRE,105.24689
Wild Billy Childish & The Musicians of the British Empire,105.32526
Walls Of Jericho,105.58649
House Of Lords,105.63873
Alaska Y Los Pegamoides,105.9522
Psi vojaci,105.97832
Green Day,105.99138500000001
The (International) Noise Conspiracy,106.03057
Judee Sill,106.1873
Gene Chandler,106.55302
Dario Marianelli,106.74893499999999
The Monkees,107.179955
Yann Tiersen,107.33669
Laurel & Hardy,107.65016
Madlib,107.78077
Speedbuggy USA,107.83302
Exploited,107.898325
Sean Lennon,108.38159
None More Black,108.51220000000001
The Choirboys,108.53832
Banner Pilot,108.66893
Dead Boys,108.69506
Tim Fite,108.79955
Jaime Roos,108.95628
1900s_ The,109.03465
Chavez,109.21750499999999
Lightspeed Champion,109.24363
Klasse Kriminale,109.29587
The Rutles,109.322
The Dirty Projectors,109.40036
Kathy Mattea,109.439545
Deviates,109.76608
Clinic,109.84444
Thee Fine Lines,110.00118
Commit Suicide,110.34077
Stone Cold Steve Austin,110.34077
Blood On The Wall,110.34077
CCCP - Fedeli Alla Linea,110.57587
María Elena Walsh,110.86322
Chantels,111.38567
Guided By Voices,111.39873
Dave Attell,111.43791
Quasimoto,111.56853
Tomas Andersson Wij,111.56853
Adiemus,111.82975
Free Loan Investments,111.90812
Urban Priol,112.06485
Piana,112.06485
Eddie Flashin Fowlkes,112.1171
Pseudo Existors,112.195465
John Frusciante,112.22159
Fireside,112.53506
Nobuo Uematsu,112.75710000000001
The Queers,112.84853
BT_ Tommy Stinson,112.92689
J Dilla,113.05751
The Woggles,113.52771
Springbok Nude Girls,113.73669
Wild Billy Childish And The Musicians Of The British Empire,114.25914
Heraldo Do Monte,114.46812
Ohlson har semester production,114.52036333333334
Love Equals Death,114.70322
Bigwig,114.99057
The Jewels,115.35628
Trust Obey,115.3824
Teenage Bottlerocket,115.5522
Dick Gaughan,115.98322
Circus Devils,115.98322
Sweet Trip,115.98322
A Wilhelm Scream,116.12689499999999
Six Finger Satellite,116.153015
NRA,116.871385
Boards of Canada,116.91056499999999
Astream,117.02812
UK Subs,117.13261
Dritte Wahl,117.26322
Johnny Dowd,117.64199500000001
Whitney Cummings,117.83791
Lolita Storm,117.83791
Carnival in Coal,117.89016
Gang Gang Dance,118.09914
Line Renaud,118.09914
Impaled Nazarene,118.37778
Redd Kross,118.38649
Bob Wills & Tommy Duncan,118.38649
Restless,118.38649
Tim Wilson,118.56934
Unwritten Law,118.64771
Girls At Our Best!,118.69995
Relient K,118.9219975
John Surman,118.93505999999999
7 Year Bitch,119.06567
Buddy Holly,119.14404
Jim Reeves,119.17016
83,119.248525
Freddy Fender,119.24853
Brian Tyler,119.26594
Tony Trischka,119.27465
Georges Delerue,119.53587
The Worthless United,119.562
Fastbacks,119.58812
Stetsasonic,119.6273
Small Faces,120.00608
Attitude Adjustment,120.00608
C-Murder/Silkk The Shocker,120.13669
Dave 'Baby' Cortez,120.16281
Nacho Cano,120.21505499999999
Dexter Romweber,120.21506
Holy Molar,120.34567
Sage Francis,120.39791
Fat Worm of Error,120.58077
Galore,120.60689
Fatal Flying Guilloteens,120.63302
Billie Holiday,120.6722
Erik Satie,120.89424
The Beatnuts,120.89424
Truls And The Trees,120.92036
The Meteors,120.99873
Bruce Rowland,120.99873
The Pale Pacific,121.02485
Jan De Wilde,121.05098
Del Shannon,121.20771
Kylesa,121.28608
Sven Libaek,121.36444
Carpenters,121.86077
Boy Kill Boy,121.91302
Thee Mighty Caesers,121.99138
A Perfect Circle,122.01751
Hugh Dillon,122.01751
Babs Gonzales,122.14812
Alfredo Zitarrosa,122.20036
T.Rex,122.33097333333333
Nas,122.40934333333334
Les Sexareenos,122.59219666666667
Toxic Holocaust,122.5922
East West Blast Test,122.87955
Shooting At Unarmed Men,122.90567
Barrett Strong,122.90567
7 Year Rabbit Cycle,122.93179
Rookie Of The Year,123.20608
Rob Swift,123.21914000000001
Lendakaris Muertos,123.2322
Elia Cmiral,123.25832
J.A.R.,123.27138
Nitty Gritty Dirt Band,123.37587
The Fontane Sisters,123.42812
Bill Withers,123.61098
Betty Everett,123.63709499999999
Overwhelming Colorfast,123.66322
Sarandon,123.76771
Pino Donaggio,123.89832
Boots Randolph,123.92444
Fort Knox Five,124.00281
The Tremeloes,124.15955
Paul Cantelon,124.23791
Tall Dwarfs,124.47302
Erin McKeown,124.65587
Los Tiki Phantoms,124.682
Racebannon,124.81261
John Ottman,124.83873
SUE THOMPSON,124.86485
Dickie Valentine,124.86485
Zolof The Rock & Roll Destroyer,124.99546
A.Z.,125.41342
Crematorium,125.46567
Operation Ivy,125.57016
Brujeria,125.64853
Les Dudek,125.67465
Allen Toussaint,125.80526
Der Plan,125.883625
Path Of Resistance,125.90975
Heavyweight Dub Champion,126.01424
Regulations,126.17098
Joe Pesci,126.17098
Future Of The Left,126.1971
Zbigniew Preisner,126.32771
Anita Bryant,126.32771
Dwight Yoakam,126.40608
Causey Way,126.4322
Chad & Jeremy,126.53669
Floor,126.53669
Wayne Fontana / The Mindbenders,126.53669
themselves,126.56281
All About Chad,126.56281
Martin Denny,126.64118
Scienz of Life,126.69342
Delirious,126.79791
Iron Butterfly,126.79791
The Replacements,127.00689
System of a Down,127.05914
Hi-Standard,127.13751
Beans On Toast,127.26812
Basil Poledouris,127.26812
Benito Di Paula,127.39873
Alternative TV,127.39873
Jona Lewie,127.45098
Klaus Badelt,127.69478666666666
La Casa Azul,127.72526500000001
Rachel Sweet,127.76444
BigElf,127.76444
Brutal Truth,127.79056499999999
The Loafers,128.02567
Daycare Swindlers,128.15628
Ghislain Poirier,128.24770999999998
Ektomorf,128.31302
Thee Headcoats,128.44363
Yo Yo Mundi,128.48716666666667
Prince,128.521995
Necronomitron,128.522
Ciccone Youth,128.90077
The Electric Hellfire Club,128.96608
Lets Get Out Of This Terrible Sandwich Shop,129.04444
Esham,129.04444
Pissed Jeans,129.20118
NOFX,129.21424000000002
The Cadets,129.35791
Only Crime,129.56689
Five Fingers of Funk,129.566895
Tegan And Sara,129.67138
Ralph Towner,129.72363000000001
Manu Chao,129.82812
Nach,129.98485
Boyd Bennett & His Rockets,130.01098
Filthy Christians,130.0371
The Divine Comedy,130.45506
Lucky Dragons,130.48118
John Barry,130.71628
Mad Flava,130.716285
Gaudi,130.7424
Quad City DJ's,130.79465
The Kingsmen,130.82077
Tiger Army,130.87302
The Remains,131.068935
Skeets McDonald,131.082
Adolescents,131.16036
Panacea,131.21261
Dean Martin,131.29968333333332
Bernward Koch,131.3171
Mr Hudson & The Library,131.34322
Ammoncontact featuring Sach,131.34322
Nine Pound Hammer,131.44771
Major Lance,131.44771
Tommy James And The Shondells,131.52608
Dale Hawkins,131.5522
bathory,131.76118
65daysofstatic,131.81342
Beastie Boys,131.89179
Alexandre Desplat & Aaron Zigman,131.904855
Nick Cave & Warren Ellis,131.904855
Billy Vaughn,131.99628
The Jordanaires & Orion,132.07465
Avail,132.07465
Molice,132.07465
Herb Alpert And The Tijuana Brass,132.20526
Crumbsuckers,132.28363
Make It Count,132.46649
Snooks Eaglin,132.649345
Ike And Tina Turner,132.8322
Los Bravos,132.93669
David Houston,132.93669
The Konki Duet,133.04118
Hombres G,133.14567
Jan & Dean,133.17179000000002
Dead Kennedys,133.52444500000001
Marie Lindberg,133.53751
Rex Allen,133.563625
Femi Kuti,133.61587
Honeyrider,133.7073
Comeback Kid,133.772605
Barbara McNair,133.92934
José Alfredo Jimenez,134.00771
Los Straitjackets,134.01641666666666
The Runaways,134.033835
Savath & Savalas,134.16444
Rising Sons,134.29506
"Billy ""The Kid"" Emerson",134.32118
Dustin O'Halloran,134.451795
Janis Martin,134.53016
Dion & The Belmonts,134.5824
Clatterbox,134.86975
Mundo Complexo,134.922
Zombina And The Skeletones,134.94812
Adam Faith,134.97424
Robert Rodriguez_ Graeme Revell,134.97424
Arlo Guthrie,134.9873
Barão Vermelho,135.00036
Cold Cave,135.157095
Chromeo,135.196285
Elizabeth Cotten,135.20934
J. Peter Robinson,135.222405
Barracudas,135.26159
Spiritualized,135.3922
So Many Dynamos,135.41832
Sunshine Blind,135.44444
Michel Colombier,135.52281
Maher Shalal Hash Baz,135.561995
Christophe Beck,135.59247333333334
Pennywise,135.75791333333333
Braid,135.82322
The Big Screen,135.8624
Jack Kerouac Featuring Al Cohn & Zoot Sims,136.07138
Sid Vicious_ the Idols,136.14975
Slo Burn,136.202
The Takeovers,136.25424
Thee Hydrogen Terrors,136.25424
Martin Simpson,136.33261
Ismo Alanko,136.37179
Two Witches,136.38485
George Morgan,136.38485
The Germs,136.51546
Midtown,136.56771
RONNIE RONALDE,136.606895
Consolidated,136.633015
Schneider Tm,136.659135
The Misfits,136.6722
Chris Stills,136.82893
The Business,136.88118
Valient Thorr,137.01179
The Monitors,137.03791
Damien Leith,137.03791
The International Submarine Band,137.11628
And You Will Know Us By The Trail Of Dead,137.1424
Novos Baianos,137.27302
Spizzenergi,137.35138
Agression,137.429755
Toots & The Maytals,137.468935
Gene Clark,137.58649
Duke Ellington_ His Famous Orchestra,137.63873
June Christy,137.63873
Césaria Evora,137.65179
Bill Black's Combo,137.82159
Ninety Pound Wuss,137.97832
Ennio Morricone,138.02186
I'm From Barcelona,138.05669
Vulgaires Machins,138.08281
Bill Fay,138.13506
Larry Norman,138.148115
The Verve Pipe,138.17424
Phil Harris,138.17424
Jean Jacques Perrey,138.29179
Deviated Instinct,138.31791
Pill Wonder,138.34404
Wayne Fontana,138.37016
1910 Fruitgum Company,138.38322
The Vogues,138.50077
Archie Bell and The Drells,138.579135
Bonde Do Rolé,138.63138
Ben Watt,138.65751
The Young Lovers,138.86649
Loudon Wainwright III,138.86649
Righteous Brothers,138.89261
Dale & Grace,138.91873
Richard Wagner / Otto Sieben,139.36281
Agnostic Front,139.41506
Dead Hearts,139.41506
Deportivo,139.49342
G Unit feat. 50 Cent,139.493425
Obrint Pas,139.66322
Doctor Explosion,139.7024
Nina Nastasia,139.78077
Grandpa Jones,139.78077
Tony Bennett / Bill Evans,139.85914
Die Arbeitslosen Bauarbeiter,139.88526
Faron Young,140.035465
Slim Dusty,140.042
India.Arie,140.09424333333334
Long Tall Texans,140.12036
Decima Victima,140.15954499999998
Gene Latter,140.19873
Steve Jablonski,140.2771
Lifesavas,140.29451333333333
Thavius Beck,140.32934
Kenny Brown,140.43383
The Turtles,140.48608
The Phantom Limbs,140.56444
Onyx,140.70812
Report Suspicious Activity,140.7473
Cuentos Borgeanos,140.79955
Franz Waxman_ Joel McNeely_ Royal Scottish National Orchestra,140.85179
Descendents,140.87791000000001
13 Cats,140.90404
Link 80,141.34812
Hugo Montenegro & His Orchestra,141.34812
M.A. Numminen,141.37424
Sick Of It All,141.40036333333333
Butt Trumpet,141.50485333333333
James Chance & the Contortions,141.5571
Suicide,141.57016
Little Junior Parker,141.58322
Chaotic Dischord,141.60934
Big Maybelle,141.63546
Tom Lehrer,141.64417333333333
The Doc Watson Family,141.66159
Big Bopper,141.68771
The Coasters,141.68771
Tindersticks,141.71383500000002
La Rue Kétanou,141.94893
Lunachicks,141.97506
David Torn,142.0273
Dragons Of Zynth,142.079545
Bruce Channel,142.07955
Born Against,142.28853
The Applejacks,142.28853
Pál Utcai Fiúk,142.28853
Carl Smith,142.31465
Musiq,142.379955
The Sundays,142.44526
Chixdiggit!,142.47138
The Sugarcubes,142.65424
Marmaduke Duke,142.86322
Spiderbait,142.88934
Afroman,142.96771
The Seekers,143.03301499999998
Pedro Infante,143.09832
Young Fresh Fellows,143.09832
Jake Hess,143.09832
Jeff Beck & The Big Town Playboys,143.25506
Die Toten Hosen,143.3073
The Bar-Kays,143.3073
The Four Lads,143.41179
Punkreas,143.42485499999998
Smoke Or Fire,143.46404
Hugh Mundell,143.49016
Marvin Gaye,143.52934
Pascow,143.56853
Los Piratas,143.70784666666668
Magic Bullets,143.72526
Charming,143.77751
The Muckruckers,143.77751
The Mint Chicks,143.82975
Slowride,143.85587
The Copyrights,143.93424
The Eighties Matchbox B-Line Disaster,144.01261
Sole,144.1171
Aura,144.19546
Dust of Basement,144.24771
Kankick,144.5873
Mr. Irish Bastard,144.61342
Darlene Love,144.61342
Thurston Harris,144.66567
Charlie Drake,144.71791
Kill Your Idols,144.74404
Dominoes,144.74404
Terrorizer,144.79628
Marvin Gaye / Kim Weston,144.87465
Margo Guryan,144.90077
Jon Lucien,145.03138
Zomby,145.057505
Coughs,145.13587
Kråkesølv,145.24036
The Sonics,145.34485
The New Seekers,145.47546
Charlie Rich,145.50159
Galt MacDermot;Tom Pierson,145.50159
Daniël Lohues,145.50159
The Mighty Mighty Bosstones,145.55383
Hugues Aufray,145.65832
Sloan,145.94567
Satanic Surfers,145.94567
The Embarrassment,145.97179
Cal Tjader / Eddie Palmieri,145.97179
Tstewart,145.99791
Escuela de Odio,146.024035
Kinski,146.05016
Against All Authority,146.08934
Heatmiser,146.12853
Mel Torme,146.18077
The Fourmost,146.23301500000002
Buck Owens,146.33751
Bobby Hackett_ Jack Teagarden,146.38975
Support Lesbiens,146.38975
David Sandström Överdrive,146.38975
Mr. John,146.41587
Air Miami,146.43155
The Quakes,146.49424
The High Strung,146.52036
John Tesh,146.57261
Gershon Kingsley,146.57261
Corrosion Of Conformity,146.70322
Hall Of Fame,146.78159
Raw Power,146.80771
The Acacia Strain,146.84689
Jeanne Pruett,146.9122
Bart/Homer/Sideshow Bob,146.93832
Mickey Katz,146.964445
Pepe Kalle,146.99057
Jay-Jay Johanson,147.01668999999998
Soul Embraced,147.17342
Bracket,147.19955
Neri Per Caso,147.35628
CDOASS,147.35628
Lorez Alexandria,147.3824
Al Duvall,147.382405
Mercedes Sosa,147.46077
Flux of Pink Indians,147.53914
Paquita La Del Barrio,147.59138
Betty Wright,147.66975
Eddie Murphy,147.66975
Macabre,147.82649
Booker T & The MG's,147.90485
The Pigeon Detectives,147.93098
Alma Cogan,147.93098
The Buff Medways,147.9571
Grandmaster Flash,148.00934
Fever,148.06159
Seymour Bits feat. Vodzuka Sempai,148.06159
Clint Mansell,148.11383
Aaron Neville,148.15301499999998
Lord Invader,148.16608
Chuck Prophet,148.21832
Rhonda Vincent,148.348935
Flat Duo Jets,148.37506
Javier Krahe,148.37506
Alien Sex Fiend,148.37506
Stan Getz,148.45342
The Animals,148.55791
Mad Caddies,148.61016
Alton Ellis And The Flames,148.61016
24-7 Spyz,148.6624
Boston Spaceships,148.662405
Oscar Brand,148.68853
Tim Fischer,148.71465
Blondie,148.72118
Jim Noir,148.74077
The Dixie Cups,148.766895
The Marcels,148.87138
Count Basie,148.89750500000002
The Kingston Trio,148.89751
The Undecided,148.910565
Vanessa Williams,148.94104333333334
The Watts 103rd. Street Rhythm Band,149.002
Tap Tap,149.002
Entombed,149.002
The Adicts,149.02812
Burl Ives,149.02812
I Dream / Matt Di Angelo,149.02812
Syd Barrett,149.041175
Maria Arredondo,149.10649
Autopilot Off,149.18485
Haley Bonar,149.26322
Domased,149.28934
One Man Army,149.41995
Kelly Willis,149.57669
Lord Tanamo,149.60281
Johnny Horton,149.73342
Abstürzende Brieftauben,149.79437666666666
Justin Hayward / John Lodge,149.81179
James Darren,149.83791
A La Carte Brass & Percussion,149.837915
The Kinks,149.864035
Don Gibson,149.86404
Balzac,149.89016
Chris T-T,149.91628
Francisco Mário,149.96853
The Lillingtons,150.09914
The Everly Brothers,150.11655666666667
THE CHIFFONS,150.12526000000003
Baby Mammoth,150.15138
Fitness Forever,150.15138
J. B. Lenoir,150.22975
To Rococo Rot And I-Sound,150.22975
DJ Sequenza,150.33424
Delroy Wilson,150.36035999999999
Millencolin,150.38649
Frank Sinatra,150.57805
Chick Webb,150.59546
Ultravox,150.59546
Spiral Beach,150.59546
Retard-O-Bot,150.62159
Shinjuku Thief,150.64771
Reckless Kelly,150.64771
L'Invasione degli Omini Verdi,150.67383
Champion Jack Dupree,150.67383
Diana Dors,150.69995
Dusty Springfield,150.69995
The Hentchmen,150.72608
Little Anthony and The Imperials,150.80444
Klingonz,150.88281
John Foxx & Harold Budd,150.88281
Herman Brood & His Wild Romance,150.97424
Fabienne Delsol,151.026485
Shat,151.06567
Françoise Hardy,151.09179
Jay Ferguson,151.14404
Brother,151.30077
Delbert McClinton,151.37914
Sibylle Baier,151.40526
Diesel Boy,151.40526
Mark Bacino,151.41832
Wesley Willis,151.50975
Gary U.S. Bonds,151.561995
Tone-Loc,151.58812
Mary Wells,151.61424
Mink DeVille,151.64036
Li'l Cap'n Travis,151.66649
Scissor Sisters,151.679545
The Teardrop Explodes,151.69261
Helmet,151.77098
Antonio Carlos Jobim,151.77098
Nikola Sarcevic,151.77098
The Dictators,151.82322
Stonewall Jackson,151.84934
Blue Swede,151.90159
The Mountain Goats,151.90159
Saves The Day,152.08444
Ian Hunter,152.08444
Joanie Sommers,152.09751
The New Raemon,152.13669
Caesars,152.2673
Hunters & Collectors,152.37179
Ris Paul Ric,152.47628
Die! Die! Die!,152.58077
Fanny Brice,152.65914
Dir en grey,152.842
Keith Emerson,152.86812
Sam Cooke,152.89424
Billie Jo Spears,153.01179000000002
Twisted Wheel,153.05098
King Missile,153.0771
Esquivel,153.0771
OP: L Bastards,153.10322
Jakobinarina,153.15546
G Unit ft. 50 Cent,153.15546
Burt Bacharach,153.15546
Dan Bern,153.155465
Jon Redfern,153.18159
Kula Shaker,153.23383
The Ejected,153.24689
Strapping Young Lad,153.39057
PUNGENT STENCH,153.41669
Danny And The Juniors,153.62567
La Ira De Dios,153.70404
Ástor Piazzolla,153.75628
Jacques Dutronc,153.75628
Antonio MacHin,153.80853
Julie London,153.8346475
Dorsey Burnette,153.83465
Ned's Atomic Dustbin,153.83465
Kitty Wells,153.913015
Dynarec,154.004445
Soul Defenders,154.04363
Pierre de Reeder,154.06975
South Rakkas Crew,154.122
Frank Chacksfield,154.17424
Greg Graffin,154.27873
Calexico,154.46159
Georgia Gibbs,154.48771
Charley Pride,154.51383
Una Mae Carlisle,154.51383
The Plus Ones,154.61832
Ten Foot Pole,154.66186
La Lupita,154.67057
Blink-182,154.683625
Lester Flatt,154.69669
Desorden Público,154.69669
The Maytals,154.75764333333333
Le Orme,154.78376333333333
The Charms,154.80118
Blind Joe Taggart,154.85342
Erma Franklin,154.87955
Blitzen Trapper,154.87955
Christian Bruhn,154.98404
Sue Foley,155.11465
Juice Leskinen,155.16689
The Adverts,155.179955
LOCK UP,155.37587
Liam Lynch,155.55873
John Otway,155.55873
FRANK T,155.610975
Ray Price,155.61098
Ammer - Einheit - Haage,155.66322
Henry Mancini,155.66322
Frank Chacksfield And His Orchestra,155.66322
Brownie Mc Ghee,155.71546
Billy Fury,155.74159
Black Diamond Heavies,155.76771
Francoiz Breut,155.79383
Gabinete Caligari,155.84608
Richard Swift,155.97669
Tony Mason-Cox,156.05506
The Jai-Alai Savant,156.1073
La Base,156.1073
Madeleine Peyroux,156.1073
Jerry Reed,156.13342
Jack Bruce,156.15955
Steve Earle,156.15955
Anti-Flag,156.211795
Sonny & Cher,156.31628
Power Pill Fist,156.3424
Bob Marley,156.36852499999998
Patton Oswalt,156.38594
Bettye Swann,156.42077
Tony Murena,156.44689
Beatnik Termites,156.49914
Eddy Arnold,156.49914
Saccharine Trust,156.65587
Mick Harvey,156.73424
Don Willis,156.73424
Otis Redding,156.81261
Compulsion,156.83872666666667
THE THREE DEGREES,156.83873
Motorhead,156.83873
Raised Fist,156.85179
Ernest Tubb,156.9171
Unanimated,156.93016
Kenny Rogers,156.96934
Giorgio Gaber,156.99546
Captain Everything!,157.09995
Park-Like Setting,157.09995
Jimmy McCracklin,157.413425
Dissziplin,157.46567
The Ghouls,157.49179
The Sleepy Jackson,157.49179333333333
Otto von Schirach feat. Nastie,157.51791
Wibutee,157.57016
No Fun At All,157.58321999999998
Porter Wagoner,157.648525
Screw 32,157.70077
The Strokes,157.77914
Scott Glasgow,157.87492
Too $hort,157.90975
Guster,157.93587
The Bristols,157.962
Charles Bernstein,157.98811999999998
Shirley Collins,157.98812
The Amps,157.98812
Joe Hill Louis,158.04036
Super Furry Animals,158.06649
Kate & Anna McGarrigle featuring Chaim Tannenbaum,158.06649
Hootie And The Blowfish,158.06649
Holiday Symphony & Choir,158.1971
